24731909,0,0,0,0,1,0
24741072,0,0,0,0,0,1
24755199,0,0,0,0,1,0
24771358,0,0,0,0,1,0
24838973,0,0,0,0,1,0
24838997,0,0,0,0,1,0
24840287,0,0,0,0,1,0
24846711,0,0,0,0,0,1
24851202,0,0,0,0,1,0
24855696,0,0,0,0,0,1
24874929,0,0,0,0,0,1
24875290,1,0,0,0,0,0
24891217,0,0,0,0,1,0
24891601,0,0,0,0,0,1
24948274,0,0,0,0,1,0
24949320,0,0,1,0,0,0
24980303,0,0,0,0,0,1
24981342,0,1,0,0,0,0
25027199,0,0,0,0,1,0
25036374,0,0,0,0,0,1
25041780,1,0,0,0,0,0
25112661,1,0,0,0,0,0
25139965,0,0,0,0,1,0
25150195,0,0,0,0,0,1
25150654,0,0,0,0,1,0
25190456,0,0,0,0,0,1
25200862,0,0,0,0,1,0
25219974,0,0,0,0,1,0
25242150,0,0,0,0,0,1
25299206,0,0,0,0,0,1
25337154,1,0,0,0,0,0
25400169,0,0,0,0,1,0
25408024,0,0,0,0,1,0
25408264,0,1,0,0,0,0
25408268,1,0,0,0,0,0
25428435,0,0,0,0,0,1
25450769,0,1,0,0,0,0
25473621,0,0,0,0,0,1
25529362,0,0,0,0,0,1
25541953,0,0,0,0,1,0
25700751,1,0,0,0,0,0
25701611,1,0,0,0,0,0
25760422,0,0,0,0,1,0
25881947,0,0,0,1,0,0
25908536,1,0,0,0,0,0
25914920,0,0,0,0,1,0
25931206,0,0,0,0,0,1
25956378,0,0,0,0,0,1
25964268,1,0,0,0,0,0
26132978,1,0,0,0,0,0
26133000,1,0,0,0,0,0
26155353,0,0,0,0,0,1
26211304,0,0,0,0,0,1
26220174,0,0,0,1,0,0
26304690,1,0,0,0,0,0
26327143,0,0,0,0,1,0
26328583,0,0,0,0,1,0
26410610,0,0,0,0,0,1
26444008,0,0,1,0,0,0
26465944,0,0,0,0,1,0
26521219,0,0,0,0,0,1
26539033,0,1,0,0,0,0
26539059,0,1,0,0,0,0
26539511,0,0,0,0,1,0
26580033,0,0,0,0,0,1
26629751,0,0,1,0,0,0
26636168,1,0,0,0,0,0
26648106,1,1,0,0,0,0
26651713,1,0,0,0,0,0
26694911,1,0,0,0,0,0
26738087,1,0,0,0,0,0
26749528,0,0,0,0,0,1
26750111,0,0,0,0,0,1
26761716,0,0,0,0,1,0
26769216,1,0,0,0,0,0
26783314,0,0,0,0,0,1
26783331,0,0,0,0,0,1
26790994,0,0,0,0,1,0
26791852,0,0,0,0,0,1
26798134,0,0,0,0,0,1
26801954,0,0,0,0,1,0
26826101,0,0,0,0,0,1
26826534,0,0,0,0,0,1
26826868,1,0,0,0,0,0
27003784,1,0,0,0,0,0
27079914,0,0,0,0,0,1
27128253,0,0,0,0,1,0
27173865,1,0,0,0,0,0
27229296,0,0,0,0,0,1
27257571,0,0,0,0,1,0
27280687,0,0,0,0,1,0
27282448,0,0,0,0,0,1
27296732,0,0,0,0,1,0
27302907,1,0,0,0,0,0
27326725,1,0,0,0,0,0
27419409,1,0,0,0,0,0
27443525,0,0,0,0,1,0
27443629,1,0,0,0,0,0
27449444,0,0,0,0,1,0
27449659,0,0,0,0,1,0
27450327,0,0,0,0,1,0
27470417,0,0,0,0,1,0
27495552,1,0,0,0,0,0
27593922,1,0,0,0,0,0
27602708,0,0,0,0,0,1
27634292,0,0,0,0,1,0
27635047,0,0,0,0,1,0
27650969,0,0,0,0,1,0
27691497,0,0,0,0,1,0
27866673,0,0,0,0,1,0
28015577,0,0,0,0,0,1
28201864,0,0,0,0,1,0
28207271,1,0,0,0,0,0
28218602,0,0,0,0,1,0
28467188,0,0,1,0,0,0
28482266,0,0,0,0,0,1
28673128,1,0,0,0,0,0
28712015,1,0,0,0,0,0
28764980,0,0,0,0,1,0
28765199,1,0,0,0,0,0
28773978,0,0,1,0,0,0
28776130,1,0,0,0,0,0
28822407,0,0,1,0,0,0
28896004,0,0,0,0,1,0
28901330,0,0,0,0,0,1
28954656,1,0,0,0,0,0
28980016,0,0,0,0,0,1
29159554,0,0,0,0,0,1
29330069,0,0,0,0,0,1
29332847,0,0,1,0,0,0
29350916,0,0,0,1,0,0
29351806,0,0,0,1,0,0
29352381,0,0,0,1,0,0
29371871,0,0,0,0,0,1
29461165,0,0,0,0,1,0
29461200,0,0,0,0,1,0
29579423,0,0,0,0,1,0
29698519,1,0,0,0,0,0
29698619,0,0,1,0,0,0
29732975,1,0,0,0,0,0
30058097,0,0,1,0,0,0
30107265,1,0,0,0,0,0
30129809,1,0,0,0,0,0
30161776,1,0,0,0,0,0
30183980,1,0,0,0,0,0
30199147,0,0,0,0,0,1
30199148,0,0,1,0,0,0
30219115,0,0,0,0,0,1
30303494,0,0,1,0,0,0
30403230,0,0,1,0,0,0
30416088,1,0,0,0,0,0
30506838,0,0,0,0,0,1
30613411,0,0,0,0,0,1
30640008,0,0,0,0,0,1
30641453,1,0,0,0,0,0
30647279,1,0,0,0,0,0
30648513,1,0,0,0,0,0
30713110,1,0,0,0,0,0
30714127,0,0,1,0,0,0
30738438,0,0,0,0,1,0
30854743,1,0,0,0,0,0
30881967,1,0,0,0,0,0
30929812,0,0,0,0,0,1
30964850,1,0,0,0,0,0
31053577,0,1,0,0,1,0
31095414,0,0,0,1,0,0
31352048,0,0,0,0,0,1
31450166,0,0,0,0,0,1
31570848,0,0,0,0,0,1
31620667,0,0,0,0,0,1
31765819,1,0,0,0,0,0
31771097,0,0,0,0,1,0
31787427,1,0,0,0,0,0
31812713,0,0,0,0,0,1
31887842,0,0,0,0,0,1
31970673,0,0,0,0,1,0
32007596,0,0,0,0,0,1
32118716,1,0,0,0,0,0
32141271,1,0,0,0,0,0
32202932,0,0,0,0,1,0
32235612,0,0,0,0,0,1
32312076,0,0,0,0,1,0
32316720,0,0,0,0,0,1
32337411,1,0,0,0,0,0
32339055,0,0,0,0,1,0
32389126,0,0,0,0,1,0
32508504,0,0,0,0,0,1
32508871,0,0,0,0,0,1
32508874,0,0,0,0,0,1
32613956,1,0,0,0,0,0
32664905,0,0,0,0,1,0
32720751,0,0,0,0,1,0
32783586,0,1,0,0,0,0
32798993,0,0,0,0,0,1
32808408,0,0,0,0,0,1
32808621,0,0,0,0,0,1
32810030,1,0,0,0,0,0
32854535,0,0,0,0,0,1
32858420,0,0,0,0,0,1
32858957,0,0,0,0,0,1
32873198,0,0,0,0,0,1
32875335,0,0,1,0,0,0
32889604,1,0,0,0,0,0
32930180,0,0,0,0,0,1
32943558,0,0,0,0,1,0
32949649,1,0,0,0,0,0
32949723,1,0,0,0,0,0
32949884,1,0,0,0,0,0
32950022,1,0,0,0,0,0
32950076,1,0,0,0,0,0
32950465,1,0,0,0,0,0
32952413,1,0,0,0,0,0
32979361,0,0,1,0,0,0
32990857,0,0,0,0,0,1
32991874,1,0,0,0,0,0
33044986,1,0,0,0,0,0
33096340,1,0,0,0,0,0
33096756,1,0,0,0,0,0
33168046,1,0,0,0,0,0
33234743,1,0,0,0,0,0
33465688,1,0,0,0,0,0
33623137,0,0,1,0,0,0
33704474,1,0,0,0,0,0
33707337,1,0,0,0,0,0
33719608,0,0,0,0,0,1
33754809,0,0,0,0,0,1
33757982,0,0,0,0,0,1
33757985,0,0,0,0,0,1
33758023,0,0,0,0,0,1
33758039,0,0,0,0,0,1
33758706,1,0,0,0,0,0
33769387,0,0,0,0,0,1
33791885,0,0,0,1,0,0
33815245,0,1,0,0,0,0
33835082,1,0,0,0,0,0
33836835,1,0,0,0,0,0
33845624,0,1,0,0,0,0
33880891,1,0,0,0,0,0
33898769,0,0,0,0,0,1
33913382,1,0,0,0,0,0
33921902,0,0,0,0,1,0
33992714,0,0,0,0,0,1
33995575,0,0,0,0,0,1
34126820,0,0,0,0,0,1
34127134,0,0,0,1,0,0
34130971,1,0,0,0,0,0
34203582,0,0,0,0,0,1
34211434,0,0,1,0,0,0
34244527,0,0,0,0,0,1
34281921,1,0,0,0,0,0
34296131,0,0,0,0,1,0
34322445,1,0,0,0,0,0
34322448,1,0,0,0,0,0
34322511,1,0,0,0,0,0
34322749,1,0,0,0,0,0
34329033,0,0,1,0,0,0
34388505,0,0,0,0,0,1
34409019,0,0,0,0,1,0
34544481,0,0,1,0,0,0
34544694,1,0,0,0,0,0
34546002,0,0,0,0,1,0
34590167,0,0,1,0,0,0
34630699,1,0,0,0,0,0
34630864,1,0,0,0,0,0
34674157,0,0,1,0,0,0
34764800,0,0,1,0,0,0
34766557,1,0,0,0,0,0
34834111,1,0,0,0,0,0
34834304,0,1,0,0,0,0
34869135,1,0,0,0,0,0
34926027,0,0,0,0,1,0
34928846,1,0,0,0,0,0
34954955,0,0,0,0,1,0
35028598,0,0,0,1,0,0
35029713,1,0,0,0,0,0
35044046,0,0,1,0,0,0
35047221,0,0,1,0,0,0
35047224,0,0,1,0,0,0
35063838,0,0,1,0,0,0
35096619,1,0,0,0,0,0
35155354,0,0,1,0,0,0
35155355,0,0,1,0,0,0
35280679,1,0,0,0,0,0
35397054,0,0,0,0,0,1
35399188,0,0,1,0,0,0
35457891,1,0,0,0,0,0
35458187,0,0,1,0,0,0
35478275,0,0,1,0,0,0
35554496,0,0,0,0,1,0
35560223,0,1,0,0,0,0
35564426,0,0,0,0,1,0
35602111,1,0,0,0,0,0
35608419,0,0,0,0,0,1
35670860,1,0,0,0,0,0
35799851,1,0,0,0,0,0
35800436,0,0,1,0,0,0
35800485,0,0,1,0,0,0
35805668,0,0,1,0,0,0
35817665,1,0,0,0,0,0
35838479,0,0,1,0,0,0
35839555,1,0,0,0,0,0
35869700,0,0,1,0,0,0
35934460,0,0,0,0,0,1
35962577,1,0,0,0,0,0
35965696,0,0,0,0,0,1
36001902,1,0,0,0,0,0
36002524,1,0,0,0,0,0
36190637,0,0,1,0,0,0
36735595,0,0,0,0,1,0
36784587,0,0,0,0,0,1
36857226,0,0,0,0,0,1
36891424,0,0,0,0,0,1
36906464,0,0,1,0,0,0
36941603,0,0,0,0,1,0
36949126,1,0,0,0,0,0
37077029,0,0,0,1,0,0
37119519,0,1,1,0,0,0
37195256,0,0,0,0,0,1
37212033,0,0,1,0,0,0
37212226,0,0,0,0,0,1
37212367,0,0,1,0,0,0
37212511,0,0,0,1,0,0
37229036,1,0,0,0,0,0
37418717,1,0,0,0,0,0
37519929,1,0,0,0,0,0
37575748,1,0,0,0,0,0
37576475,0,0,0,0,0,1
37601952,0,0,0,0,1,0
37603029,0,0,0,0,1,0
37603187,0,0,0,0,1,0
37603192,0,0,0,0,1,0
37672368,0,0,0,0,0,1
37771236,0,0,0,0,1,0
37771237,0,0,0,0,1,0
37785744,1,0,0,0,0,0
37800418,1,0,0,0,0,0
37840178,0,0,1,0,0,0
37904874,0,0,0,0,0,1
37945995,0,0,0,0,0,1
37946050,1,0,0,0,0,0
38105788,0,0,0,0,1,0
38109120,0,0,0,0,1,0
38163937,0,0,0,0,1,0
38165617,0,0,0,0,1,0
38326680,0,0,0,0,1,0
38328461,0,0,0,0,1,0
38424895,0,0,0,0,0,1
38477933,0,0,1,0,0,0
38563524,0,0,0,0,1,0
38567122,1,0,0,0,0,0
38713952,1,0,0,0,0,0
38896184,0,0,0,0,1,0
39010586,0,0,0,1,0,0
39107596,0,0,1,0,0,0
39140159,0,0,1,0,0,0
39140161,0,0,1,0,0,0
39140267,0,0,1,0,0,0
39142213,0,0,1,0,0,0
39142515,0,0,1,0,0,0
39173809,0,0,0,0,1,0
39338346,0,0,1,0,0,0
39407411,0,0,1,0,0,0
39407854,0,0,1,0,0,0
39408214,0,0,1,0,0,0
39443259,0,0,0,0,1,0
39493832,0,0,1,0,0,0
39644003,1,0,0,0,0,0
39644011,0,0,0,0,0,1
39697941,0,0,1,0,0,0
39697951,0,0,1,0,0,0
39726906,1,0,0,0,0,0
39753747,0,0,0,0,1,0
39773568,0,0,1,0,0,0
39775794,1,0,0,0,0,0
39778325,0,0,1,0,0,0
39780734,0,0,1,0,0,0
39811370,0,0,0,0,1,0
39815593,1,0,0,0,0,0
39818629,1,0,0,0,0,0
39885916,0,0,1,0,0,0
39913286,0,0,0,0,1,0
39987319,0,0,0,0,1,0
39997655,1,0,0,0,0,0
40070509,0,0,1,0,0,0
40122566,0,0,0,0,0,1
40134949,0,0,1,0,0,0
40151716,0,0,1,0,0,0
40363642,0,0,0,0,1,0
40431020,1,0,0,0,0,0
40545277,0,0,0,0,0,1
40546917,0,0,1,0,0,0
40546921,0,0,0,1,0,0
40607988,0,0,1,0,0,0
40619880,0,0,0,0,0,1
40686863,0,1,0,0,0,0
40740375,0,1,0,0,0,0
40798703,0,0,1,0,0,0
40811783,0,0,0,0,1,0
40820835,0,0,0,0,0,1
40846414,1,0,0,0,0,0
40855182,0,0,1,0,0,0
40856818,0,0,1,0,0,0
40881384,0,0,1,0,0,0
40925915,0,0,1,0,0,0
40963569,1,0,0,0,0,0
40963610,0,0,1,0,0,0
41184006,0,0,1,0,0,0
41291985,0,0,0,0,1,0
41338532,0,0,1,0,0,0
41338534,1,0,0,0,0,0
41376997,0,0,1,0,0,0
41467102,0,0,0,0,1,0
41789247,0,0,0,0,0,1
41789351,0,0,1,0,0,0
41801181,0,0,0,0,0,1
42132110,0,0,0,0,1,0
42195639,0,0,0,0,0,1
42222646,0,0,0,0,1,0
42324008,0,0,1,0,0,0
42342335,0,0,0,0,0,1
42375949,1,0,0,0,0,0
42437294,0,0,1,0,0,0
42452157,1,0,0,0,0,0
42511607,0,0,0,0,0,1
42681529,0,0,0,0,0,1
42774672,0,1,0,0,0,0
42792242,0,0,0,1,0,0
42808267,1,0,0,0,0,0
42932639,1,0,0,0,0,0
42943056,0,0,0,0,1,0
42966910,0,1,0,0,0,0
42978339,0,0,1,0,0,0
43011030,0,0,0,0,1,0
43063393,1,0,0,0,0,0
43140030,0,0,1,0,0,0
43181084,0,0,1,0,0,0
43230710,0,0,0,0,0,1
43284902,1,0,0,0,0,0
43292327,0,0,1,0,0,0
43306259,0,0,1,0,0,0
43339016,0,0,0,0,0,1
43339018,0,0,0,0,0,1
43393858,1,0,0,0,0,0
43450481,0,0,0,0,1,0
43452267,1,0,0,0,0,0
43452268,1,0,0,0,0,0
43452269,1,0,0,0,0,0
43452271,1,0,0,0,0,0
43619140,0,0,1,0,0,0
43626663,1,0,0,0,0,0
43636381,1,0,0,0,0,0
43767866,0,0,1,0,0,0
43951018,1,0,0,0,0,0
44018506,1,0,0,0,0,0
44048961,0,0,0,0,0,1
44048963,0,0,0,0,0,1
44063100,1,0,0,0,0,0
44129421,1,0,0,0,0,0
44129454,1,0,0,0,0,0
44129462,1,0,0,0,0,0
44129536,1,0,0,0,0,0
44129598,1,0,0,0,0,0
44129630,1,0,0,0,0,0
44129691,1,0,0,0,0,0
44129735,1,0,0,0,0,0
44129778,1,0,0,0,0,0
44169736,0,0,0,0,1,0
44279696,0,0,0,0,0,1
44385008,0,0,0,0,1,0
44491590,0,0,1,0,0,0
44585054,0,0,0,0,0,1
44630073,1,0,0,0,0,0
44630725,0,0,1,0,0,0
44710426,1,0,0,0,0,0
44710431,1,0,0,0,0,0
44785047,0,0,0,0,0,1
44829450,0,0,0,0,0,1
44852828,1,0,0,0,0,0
44948698,1,0,0,0,0,0
45011085,1,0,0,0,0,0
